comment_id,text,session_id,source_file,timestamp,intent,sentiment,confidence,needs_review,reason
comment_000017,etalase 3 ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786180827655,ask_stock,neutral,0.85,False,sebut etalase 3
comment_000018,tb 180 BB 89,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786180846994,ask_measurement,neutral,0.9,False,ukuran tubuh saja
comment_000019,tb 150 bb 53 size apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786180857151,ask_measurement,neutral,0.9,False,BB/TB + tanya size
comment_000020,aku co yg size l tpi ka hhe,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786180893257,purchase_intent,neutral,0.85,False,sudah checkout size L
comment_000021,yg spiderman bb 95 bisa ga kk?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786180933000,ask_size_fit,neutral,0.6,False,fit untuk BB 95
comment_000023,tb 177 bb 77,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181082358,ask_measurement,neutral,0.9,False,ukuran tubuh saja
comment_000024,belakangnya gmna ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181174373,ask_detail,neutral,0.8,False,tanya model bagian belakang
comment_000025,yg di pake ukuran apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181187229,ask_size_fit,neutral,0.85,False,ukuran yg dipakai model
comment_000026,tb 160 bb 70 uk apa?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181190539,ask_measurement,neutral,0.9,False,BB/TB + tanya ukuran
comment_000027,kak cirengnya redygak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181216503,ask_stock,neutral,0.7,False,tanya ready cireng
comment_000028,et 1 tb 160 bb 70 uk apa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181237796,ask_measurement,neutral,0.85,False,ET + BB/TB tanya ukuran
comment_000030,kak BB 75 tinggi 173 ambil apa ya,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181281833,ask_measurement,neutral,0.9,False,BB/tinggi + ambil apa
comment_000031,"Bb 55, tinggi 170’an uk apa ka",2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181318256,ask_measurement,neutral,0.9,False,BB/tinggi + tanya ukuran
comment_000032,Bb 100 tinggi 175 pake uk apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181330416,ask_measurement,neutral,0.9,False,BB/tinggi + tanya ukuran
comment_000033,Iya bep,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181346893,other,neutral,0.75,False,jawaban singkat
comment_000034,kak sepil eta 2,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181369775,ask_detail,neutral,0.8,False,minta spill etalase 2
comment_000035,tb 170.bb 85 uk berapa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181372137,ask_measurement,neutral,0.9,False,TB/BB + tanya ukuran
comment_000036,udah co eta 2,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181482898,purchase_intent,neutral,0.85,False,sudah checkout
comment_000037,baju yang spiderman kak spil,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181638389,ask_detail,neutral,0.85,False,minta spill produk
comment_000038,et 19 kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181647193,ask_stock,neutral,0.85,False,sebut etalase 19
comment_000039,BB 65 kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181647924,ask_measurement,neutral,0.7,False,BB saja
comment_000040,udah co kk eta 19,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181677408,purchase_intent,neutral,0.85,False,sudah checkout
comment_000041,udah co 3 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181680309,purchase_intent,neutral,0.85,False,sudah checkout 3 item
comment_000042,kk eta 2 untuk bb 63 ambil xl kegedean gk?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181687314,ask_size_fit,neutral,0.6,False,tanya fit ukuran XL unt BB63
comment_000043,itu bahan yg spiderman apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181701025,ask_detail,neutral,0.85,False,tanya bahan
comment_000045,Bahan apan?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181723274,ask_detail,neutral,0.9,False,tanya bahan
comment_000046,sya 68,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181726287,ask_measurement,neutral,0.5,True,"mungkin BB 68, ambigu"
comment_000048,68 ambil ukuran apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181734534,ask_measurement,neutral,0.7,False,berat 68 tanya ukuran
comment_000050,@💅🏻✨🦩 okkkoooooo,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181761191,noise,neutral,0.75,False,emoji + teks tak bermakna
comment_000051,ka ini kmrn udh co 2 tp dateng nya ko 1 doang ya,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181769113,purchase_intent,negative,0.8,False,keluhan pesanan kurang 1
comment_000052,bb 50 tb 170 apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181770513,ask_measurement,neutral,0.85,False,BB/TB tanya ukuran
comment_000053,sablon yg di blkang et brpa aj kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181775341,ask_stock,neutral,0.7,False,tanya etalase untuk sablon
comment_000054,spil eta 5 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181777564,ask_detail,neutral,0.85,False,minta spill etalase 5
comment_000055,Hitam polos,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181785373,ask_stock,neutral,0.5,True,"hanya warna, ambigu"
comment_000056,kakanya pake uk apa?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181804328,ask_size_fit,neutral,0.85,False,ukuran yg dipakai host
comment_000057,kk sepil eta 31,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181807878,ask_detail,neutral,0.85,False,minta spill etalase 31
comment_000058,udah kak aku CO yg spiderman,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181853823,purchase_intent,neutral,0.9,False,sudah checkout
comment_000059,aku udh co 2 kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181885464,purchase_intent,neutral,0.9,False,sudah checkout 2 item
comment_000060,berapa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181922833,ask_price,neutral,0.5,True,"berapa saja, kemungkinan harga"
comment_000061,bb 55 ambil apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181952446,ask_measurement,neutral,0.85,False,BB + ambil apa
comment_000062,BB 85 MBA,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181954588,ask_measurement,neutral,0.8,False,BB 85 saja
comment_000064,kak yang gambar cwe melet etalase berpa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786181978677,ask_stock,neutral,0.7,False,tanya etalase produk
comment_000065,tb 178 bb 65 pake size berpa ya,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182021651,ask_measurement,neutral,0.9,False,BB/TB + tanya size
comment_000066,etalase no 21 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182086660,ask_stock,neutral,0.85,False,etalase no 21
comment_000067,bb 55 tb 167 ambil apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182100895,ask_measurement,neutral,0.9,False,BB/TB + ambil apa
comment_000068,yg dipake ets brp,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182102148,ask_stock,neutral,0.7,False,tanya etalase yg dipakai
comment_000069,pengiriman Jayapura ga bisah ya mba,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182146954,ask_price,neutral,0.65,False,tanya pengiriman Jayapura
comment_000070,kak aku mau lihat ukuran S etalase no 6,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182168740,ask_stock,neutral,0.6,False,lihat produk etalase 6
comment_000071,Spil eta 18 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182186525,ask_detail,neutral,0.85,False,minta spill etalase 18
comment_000072,Spil yg size m kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182249955,ask_detail,neutral,0.75,False,minta spill size M
comment_000073,etalase 1 cb lihat ukuran XL,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182259403,ask_stock,neutral,0.65,False,lihat etalase 1 ukuran XL
comment_000074,aku udh co ka etalase 19,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182323841,purchase_intent,neutral,0.85,False,sudah checkout etalase 19
comment_000075,spil eta 2 ukuran xl,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182372819,ask_detail,neutral,0.75,False,minta spill ukuran XL
comment_000076,XL muat BB brapa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182378469,ask_measurement,neutral,0.55,True,muat BB berapa utk XL
comment_000077,bb 68 ukuran apa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182444397,ask_measurement,neutral,0.85,False,BB + ukuran apa
comment_000078,ukuran s gmna,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182448912,ask_size_fit,neutral,0.7,False,tanya info ukuran S
comment_000079,buat BB 69 TB 165 apa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182458451,ask_measurement,neutral,0.85,False,BB/TB + tanya ukuran
comment_000080,ka bb 68 Tb 150,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182464282,ask_measurement,neutral,0.85,False,BB/TB saja
comment_000081,buat kaos Spiderman bb 68 ukuran apa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182483416,ask_measurement,neutral,0.85,False,BB + tanya ukuran kaos
comment_000082,itu ukuran berapa kak yg Spiderman,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182512948,ask_size_fit,neutral,0.85,False,ukuran berapa produk
comment_000083,kalau BB 70 TB 165 kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182519507,ask_measurement,neutral,0.85,False,BB/TB saja
comment_000084,ukuran L ld berapa ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182550186,ask_measurement,neutral,0.7,False,lingkar dada size L
comment_000085,kak eta 42 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182636714,ask_stock,neutral,0.85,False,etalase 42
comment_000086,kak liat Spiderman ukuran XL,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182645751,ask_size_fit,neutral,0.6,False,minta lihat ukuran XL
comment_000087,"bajunya sudah sampe, langsug di pake",2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182655143,purchase_intent,positive,0.7,False,pesanan sudah diterima
comment_000089,tb 165+ BB 46+ size ap kak?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182657778,ask_measurement,neutral,0.85,False,TB/BB + tanya size
comment_000090,ka itu bahan baju kaosnya apa ka yang spider,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182689842,ask_detail,neutral,0.85,False,tanya bahan baju
comment_000091,tebal ga ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182728052,ask_detail,neutral,0.8,False,tanya ketebalan
comment_000092,Spiderman buat BB 38 TB 153 berapa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182733696,ask_measurement,neutral,0.7,False,BB/TB tanya ukuran
comment_000093,tebal ya kak bahannya,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182770434,ask_detail,neutral,0.75,False,tanya ketebalan bahan
comment_000094,tb 158 kaos Spiderman ukuran apa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182790426,ask_measurement,neutral,0.85,False,TB + tanya ukuran
comment_000095,bb 52,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182811140,ask_measurement,neutral,0.75,False,BB saja
comment_000096,bahan dan ketebalan,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182840487,ask_detail,neutral,0.8,False,tanya bahan & ketebalan
comment_000097,163 berat 70 sweter apa cowoknya sm kaos,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182849797,ask_measurement,neutral,0.7,False,tinggi/berat tanya produk
comment_000098,yg Kaka tadi pegang etalase no brpa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182862551,ask_stock,neutral,0.75,False,tanya etalase yg dipegang host
comment_000099,okee kaosny,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182891548,other,neutral,0.7,False,akuisisi singkat
comment_000100,@Sri Nurhayati,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182936780,noise,neutral,0.8,False,mention saja
comment_000101,Spil yg spederman,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182985239,ask_detail,neutral,0.85,False,minta spill produk
comment_000102,oke,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786182994679,other,neutral,0.7,False,akuisisi singkat
comment_000103,bahan apa itu,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183002864,ask_detail,neutral,0.9,False,tanya bahan
comment_000104,tebal gak kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183035388,ask_detail,neutral,0.8,False,tanya ketebalan
comment_000105,tb 154 BB 44 ukuran apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183055372,ask_measurement,neutral,0.9,False,BB/TB tanya ukuran
comment_000106,TB 163 BB 45 cocok yg mna,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183068081,ask_measurement,neutral,0.6,False,BB/TB cocok yg mana
comment_000107,baju yg tebel yg mana ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183105599,ask_detail,neutral,0.75,False,cari produk tebal
comment_000108,yg kk pake uk brp,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183144275,ask_size_fit,neutral,0.85,False,ukuran yg dipakai host
comment_000109,yg di pke KK ukuran apa itu kk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183149379,ask_size_fit,neutral,0.85,False,ukuran yg dipakai host
comment_000110,lengan panjang ET berapa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183150763,ask_stock,neutral,0.6,False,letak produk lengan panjang
comment_000111,udah ambil itu 1 sweter sm kaosny,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183153978,purchase_intent,neutral,0.8,False,sudah beli sweeter+kaos
comment_000112,eta 2 itu sweater ga kakk,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183165611,ask_stock,neutral,0.7,False,konfirmasi produk etalase 2
comment_000113,pengiriman brp hari ka?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183286690,ask_price,neutral,0.7,False,tanya lama pengiriman
comment_000114,dr tanggal 4,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183287294,purchase_intent,negative,0.5,True,"konteks pesanan, ambigu"
comment_000115,dr tanggal 4 b3lum terima terima udah di bayar,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183321181,purchase_intent,negative,0.85,False,keluhan pesanan belum datang
comment_000117,eta 10 3xl ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183380845,ask_stock,neutral,0.6,False,etalase 10 ukuran 3XL
comment_000118,eta 1 spil uk s,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183397934,ask_detail,neutral,0.7,False,minta spill ukuran S
comment_000119,spil etlse 21 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183406943,ask_detail,neutral,0.85,False,minta spill etalase 21
comment_000120,pengirimanya kaya sifut,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183524352,purchase_intent,negative,0.5,True,"keluhan pengiriman, istilah tak jelas"
comment_000121,dari tanggal 4,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183551556,purchase_intent,negative,0.6,True,"konteks pesanan, ambigu"
comment_000122,belum dateng dateng ka sampe sekarang,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183574103,purchase_intent,negative,0.85,False,keluhan pengiriman
comment_000123,itu bahan tebal?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183576304,ask_detail,neutral,0.85,False,tanya ketebalan bahan
comment_000124,tarnya berbuku gak kain nya?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183612595,ask_detail,neutral,0.75,False,tanya tekstur kain
comment_000125,ke bogor ka,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183618154,ask_price,neutral,0.5,True,"tanya kirim ke Bogor, ambigu"
comment_000126,estimasi datang tgl 6,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183628682,purchase_intent,neutral,0.7,False,info estimasi pesanan
comment_000127,nantinya berbulu ga kainnya?,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183646673,ask_detail,neutral,0.8,False,tanya tekstur kain
comment_000128,"salah tcl katanya ka ,muter muter",2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183669382,purchase_intent,negative,0.75,False,keluhan resi pengiriman
comment_000129,Spil etalase 4,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183785482,ask_detail,neutral,0.85,False,minta spill etalase 4
comment_000130,bb 74 ukuran brp,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183798050,ask_measurement,neutral,0.8,False,BB + ukuran brp
comment_000131,bb 41 tb 160,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183826501,ask_measurement,neutral,0.85,False,BB/TB saja
comment_000132,bb 80 size apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183873920,ask_measurement,neutral,0.85,False,BB + size apa
comment_000133,BB 95,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183881972,ask_measurement,neutral,0.75,False,BB saja
comment_000134,BB 45,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183904101,ask_measurement,neutral,0.75,False,BB saja
comment_000135,rekomendasi gambar untuk perempuan kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183935491,ask_detail,neutral,0.6,False,minta rekomendasi desain
comment_000136,Spil etalase 2,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183937271,ask_detail,neutral,0.85,False,minta spill etalase 2
comment_000137,Etalase 66 kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183957860,ask_stock,neutral,0.85,False,etalase 66
comment_000138,bahan apa,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183962704,ask_detail,neutral,0.9,False,tanya bahan
comment_000139,merk apa kak,2dfdad83-e04f-4b8e-a1c7-bc8ed2a6fa58,4endshop_7671505719457581844_20260808-161802.jsonl,1786183974413,ask_detail,neutral,0.8,False,tanya merk
